route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
ILLINI EVENING,I5 UIF,[@7.0.41950648@][1244056065453]/117__I5_UIF,Lincoln & Killarney,0,I5 UIF,220N ILLINI 10
LIME SUNDAY,LM1 SU,[@124.0.94415718@][11][1496266203663]/2__LM1_SU,Kirby & Duncan,0,LM1 SU,[@15.0.74000704@]51
TEAL EVENING,T2-4 UI MF,[@7.0.41903462@][3][1243545697437]/18__T2-4_UI_MF,Orchard Downs,0,T2-4 UI MF,TEAL EVENING 13
RUBY SATURDAY,RUB1 SA,[@15.0.64657075@][1339528341508]/59__RUB1_SA,Airport & Cunningham,0,RUB1 SA,[@15.0.64657075@]1
ILLINI EVENING SATURDAY,I7 UISA,[@124.0.92260187@][1484328831455]/23__I7_UISA,PAR,1,I7 UISA,[@124.0.92260187@]220S ILLINI 20
GREEN LATE NIGHT SUNDAY,GR3 UISU,[@124.0.92345918@][1484579847669]/48__GR3_UISU,Lincoln Square,0,GR3 UISU,[@124.0.92345918@]50E-LATE
TEAL EVENING,T1 UI MTWR,[@7.0.41903462@][4][1243545654281]/14__T1_UI_MTWR,Illinois Terminal,1,T1 UI MTWR,TEAL EVENING 12
ILLINI EVENING,I2-2 UIF,[@7.0.41950648@][1244056065453]/230__I2-2_UIF,PAR,1,I2-2 UIF,220S ILLINI 20
GOLDHOPPER,G2 MF,[@14.0.56289113@][4][1303767496742]/18__G2_MF,Lot E-14,1,G2 MF,GOLDHOPPER 1
GREEN SUNDAY,GN4 SU,[@124.0.92334988@][1484579202830]/48__GN4_SU,Orchard Downs,0,GN4 SU,[@124.0.92334988@]GN4SUNPO
GREY SATURDAY,GN2 UISA,[@15.0.73008535@][31][1401898680792]/14__GN2_UISA,Lincoln Square - Urbana Walmart,0,GN2 UISA,[@15.0.69172548@]1
TEAL EVENING,T1 UI F,[@7.0.41903462@][3][1243545697437]/21__T1_UI_F,Orchard Downs,0,T1 UI F,TEAL EVENING 13
GREY EVENING,BZ1 SCHMF,[@15.0.68508995@][4][1366821150873]/0__BZ1_SCHMF,Round Barn Road,1,BZ1 SCHMF,[@15.0.68508995@]2
YELLOW SUNDAY,Y1 SU,[@124.0.92236898@][1484325332995]/38__Y1_SU,Champaign Walmart,0,Y1 SU,[@124.0.92236898@]100N
TEAL,T3 NON UI MF,[@7.0.41893871@][4][1243540851671]/30__T3_NON_UI_MF,Illinois Terminal,1,T3 NON UI MF,12W TEAL 12
LAVENDER SUNDAY,L2 SU,[@15.0.71205318@][1381241976567]/25__L2_SU,Champaign Walmart,0,L2 SU,[@15.0.71205318@]30NIT->BB
TEAL,T3 UI MF,[@7.0.41893871@][3][1243541488843]/114__T3_UI_MF,PAR,0,T3 UI MF,TEAL 34
ILLINI EVENING,I4-3 UIF,[@7.0.41950648@][1244056065453]/100__I4-3_UIF,Lincoln & Killarney,0,I4-3 UIF,220N ILLINI 10
LAVENDER SATURDAY,L2SA,[@15.0.63188981@][2][1334072086256]/40__L2SA,Illinois Terminal,1,L2SA,30SBB->IT
SILVER EVENING SUNDAY,SV2 UISU,[@124.0.92286725@][1484347296458]/124__SV2_UISU,Lincoln Square,0,SV2 UISU,[@124.0.92286725@]130N SILVER EVENING 2
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/54__SV1_NONUISU,Lincoln Square,0,SV1 NONUISU,[@124.0.92241454@]4
ILLINI,I3 UIMTH,[@7.0.41200832@][1][1249401264125]/0__I3_UIMTH,Lincoln & Anthony,0,I3 UIMTH,[@15.0.63192528@]43
SILVER SUNDAY,SV1 UISU,[@124.0.92281033@][1484346076492]/68__SV1_UISU,Lincoln Square,0,SV1 UISU,[@124.0.92281033@]130N SILVER WEEKEND 1
GOLD,G2 MF,[@7.0.41203042@][3][1246636739609]/1__G2_MF,Richardson Estates,0,G2 MF,10E
BRONZE,BZ1 SCHMF,[@15.0.63192037@][4][1337952881024]/9__BZ1_SCHMF,Yankee Ridge - Transit Plaza,1,BZ1 SCHMF,[@15.0.63192037@]4
TEAL,T1 UI MTWR,[@7.0.41893871@][4][1243540851671]/21__T1_UI_MTWR,Illinois Terminal,1,T1 UI MTWR,12W TEAL 12
ILLINI EVENING,I5 UIMTH,[@7.0.41950648@][1244056065453]/210__I5_UIMTH,PAR,1,I5 UIMTH,220S ILLINI 20
ILLINI,I5 UIMTH,[@7.0.41200832@][2][1238430887312]/195__I5_UIMTH,PAR,1,I5 UIMTH,22S ILLINI 20
SILVER EVENING SATURDAY,SV2 UISA,[@124.0.92284627@][1484347218447]/148__SV2_UISA,Lincoln Square,0,SV2 UISA,[@124.0.92284627@]130N SILVER EVENING 2
GREY SUNDAY,GN4 SU,[@2.0.85633657@][31][1463430303388]/22__GN4_SU,Lincoln Square - Urbana Walmart,0,GN4 SU,70E-WKND
LAVENDER SUNDAY,L2 SU,[@15.0.71205318@][1381241976567]/13__L2_SU,Illinois Terminal,1,L2 SU,[@15.0.71205318@]30SBB->IT
TEAL,T1 UI MTWR,[@7.0.41893871@][4][1243540851671]/8__T1_UI_MTWR,Illinois Terminal,1,T1 UI MTWR,12W TEAL 12
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][1][1363722440092]/51__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@15.0.67916770@]2
YELLOW,Y2 UIMF,[@6.0.14329702@][2][1622062873620]/14__Y2_UIMF,Savoy Walmart,1,Y2 UIMF,YELLOW 14
SILVER LIMITED SUNDAY,SV1 NONUISU,[@124.0.92241454@][1484326515007]/72__SV1_NONUISU,Transit Plaza,1,SV1 NONUISU,[@124.0.92241454@]7
ILLINI LIMITED SATURDAY,I1  UISA,[@6.0.14330204@][2][1622384445965]/50__I1__UISA,Transit Plaza,1,I1  UISA,ILLINI LIMITED WEEKEND 845
BROWN,BA1 MF,[@15.0.61662606@][10][1329152229172]/37__BA1_MF,Transit Plaza,0,BA1 MF,[@2.0.80548152@]2
YELLOW SUNDAY,Y5 NONUISU,[@124.0.92236898@][1484325332995]/25__Y5_NONUISU,Champaign Walmart,0,Y5 NONUISU,[@124.0.92236898@]100N
GREEN,GN1 MF,1GN516__GN1_MF,Illini Union,1,GN1 MF,5W->IUE
YELLOW SATURDAY,Y1 UISA,[@15.0.63192124@][2][1342109091784]/0__Y1_UISA,Savoy Walmart,1,Y1 UISA,[@15.0.63192124@]23
ILLINI EVENING SATURDAY,I3 UISA,[@124.0.92260187@][1484328831455]/325__I3_UISA,Lincoln & Killarney,0,I3 UISA,[@124.0.92260187@]220N ILLINI 10
YELLOW LATE NIGHT SATURDAY,Y2 UISA,[@124.0.92327957@][1484578220911]/63__Y2_UISA,Lot E-14,1,Y2 UISA,[@124.0.92327957@]100SLTNT->
BROWN,BA1 MF,[@2.0.80548152@][11][1425506680849]/14__BA1_MF,Parkland College,0,BA1 MF,[@15.0.61662606@]364
ILLINI LIMITED SUNDAY,I2 UISU,[@6.0.14330187@][1][1622252763821]/23__I2_UISU,Lincoln & Killarney,0,I2 UISU,[@6.0.14330187@]6
GREY ALT,7W#1 SHOW WED,[@2.0.84907145@][1455575595497]/68__7W#1_SHOW_WED,Bradley & Romine,1,7W#1 SHOW WED,[@2.0.84907145@]GREY 1415
GREENHOPPER,GNX5 MF,[@7.0.41101146@][3][1237929928359]/4__GNX5_MF,Washington & Lierman,0,GNX5 MF,5E HOPPER 79
SILVER,SV4 NON UI SCH,[@12.0.42199629@][3][1246896590515]/35__SV4_NON_UI_SCH,Lincoln Square,0,SV4 NON UI SCH,SILVER 2
ILLINI EVENING SUNDAY,I3 UISU,[@124.0.92263401@][1484328944432]/160__I3_UISU,Lincoln & Killarney,0,I3 UISU,[@124.0.92263401@]220N ILLINI 10
GREEN EVENING,GN7 UIMTWR,[@7.0.41201218@][4][1243955299875]/28__GN7_UIMTWR,Illinois Terminal,1,GN7 UIMTWR,50W GREEN 59
ILLINI EVENING,I8 UIMTH,[@7.0.41950648@][1244056065453]/91__I8_UIMTH,Lincoln & Killarney,0,I8 UIMTH,220N ILLINI 10
TEAL,T3 UI MF,[@7.0.41893871@][4][1243540851671]/2__T3_UI_MF,Illinois Terminal,1,T3 UI MF,12W TEAL 12
RAVEN,RV1 MF,[@2.0.81457398@][11][1425933027212]/19__RV1_MF,Illini Union,0,RV1 MF,[@2.0.81457398@]15
BRONZE,BZ2 SCH MTTF,[@15.0.63192037@][3][1337951976131]/2__BZ2_SCH_MTTF,Yankee Ridge - Lincoln Square,0,BZ2 SCH MTTF,[@15.0.63192037@]1
GREEN LATE NIGHT SUNDAY,GR3 UISU,[@124.0.92345918@][1484579847669]/53__GR3_UISU,Lincoln Square,0,GR3 UISU,[@124.0.92345918@]50E-LATE
TEAL SUNDAY,T1 NONUISU,[@124.0.92229742@][1484323714302]/19__T1_NONUISU,Orchard Downs,0,T1 NONUISU,[@124.0.92229742@]12E TEAL WEEKEND 13
LAVENDER SUNDAY,L1 SU,[@15.0.71205318@][1381241976567]/27__L1_SU,Champaign Walmart,0,L1 SU,[@15.0.71205318@]30NIT->BB
LIME SATURDAY,LM1SA,[@124.0.94415201@][11][1496415327969]/11__LM1SA,Kirby & Duncan,0,LM1SA,[@15.0.73009433@]51
YELLOW SUNDAY,Y1 SU,[@124.0.92236898@][1484325332995]/62__Y1_SU,Savoy Walmart,1,Y1 SU,[@124.0.92236898@]100S
GREY,GR3 UIMF,[@2.0.80545657@][32][1425491542774]/0__GR3_UIMF,Parkland College,1,GR3 UIMF,7W
GREEN ALT,7W/7E/5E SCH MTTF,[@2.0.84887452@][1455575490653]/67__7W/7E/5E_SCH_MTTF,Scottswood,0,7W/7E/5E SCH MTTF,[@2.0.84887452@]SCWD UMS
GREEN EXPRESS,GNX3 MF,[@35.0.26091409@][4][1166799725236]/0__GNX3_MF,Curtis & Wynstone,1,GNX3 MF,1420
YELLOW EVENING,Y5 NONUIMF,[@15.0.63189138@][2][1338410124117]/3__Y5_NONUIMF,Savoy Walmart,1,Y5 NONUIMF,[@15.0.63189138@]10
GREEN,GN2 MF,2GN538__GN2_MF,Main & Brady,0,GN2 MF,[@15.0.68508734@]48
SILVER,SV4 NON UI NOSCH,[@12.0.42199629@][4][1246896833000]/93__SV4_NON_UI_NOSCH,PAR,1,SV4 NON UI NOSCH,SILVER 120
GREEN EVENING,GN1 MF,[@7.0.41201218@][4][1243955118234]/25__GN1_MF,Round Barn Road - Parkland College,1,GN1 MF,50W GREEN 55
BLUE,B4 SCH WED,[@14.0.56288268@][3][1302635354802]/19__B4_SCH_WED,Illinois Terminal,0,B4 SCH WED,BLUE 51
BLUE,B3 SCHMF,[@14.0.56288268@][3][1302635502256]/22__B3_SCHMF,Illinois Terminal,0,B3 SCHMF,BLUE 51
SILVER EVENING SATURDAY,SV2 UISA,[@124.0.92284627@][1484347218447]/171__SV2_UISA,Lincoln Square,0,SV2 UISA,[@124.0.92284627@]130N SILVER EVENING 1
ILLINI LIMITED EVENING,I2 NONUIMF,[@6.0.14328849@][2][1622467715328]/24__I2_NONUIMF,Transit Plaza,1,I2 NONUIMF,ILLINI 845 315
TEAL EVENING SATURDAY,T2 NONUISA,[@124.0.92279199@][1484345597711]/0__T2_NONUISA,Orchard Downs,0,T2 NONUISA,[@124.0.92279199@]TEAL EVENING 13
GREY EVENING,GR3 UIMF,3GN309__GR3_UIMF,Parkland College,1,GR3 UIMF,70W
SILVER,SV2 NON UI,[@12.0.42199629@][3][1246896590515]/48__SV2_NON_UI,Lincoln Square,0,SV2 NON UI,SILVER 2
GREEN EVENING,GN7 UIMTWR,[@7.0.41201218@][3][1243953754500]/3__GN7_UIMTWR,Orchard Downs,0,GN7 UIMTWR,GREEN EVENING 52
TEAL SATURDAY,T2 NONUISA,[@12.0.44194660@][1250946648828]/10__T2_NONUISA,Illinois Terminal,1,T2 NONUISA,TEAL WEEKEND 16
SILVER,SV4 NON UI NOSCH,[@12.0.42199629@][3][1246896590515]/64__SV4_NON_UI_NOSCH,Lincoln Square,0,SV4 NON UI NOSCH,SILVER 2
GREENHOPPER,GNX2 MF,[@7.0.41101146@][4][1237930167062]/22__GNX2_MF,Parkland College,1,GNX2 MF,5W HOPPER 81
ILLINI,I2 UIF,[@7.0.41200832@][2][1238430887312]/201__I2_UIF,PAR,1,I2 UIF,22S ILLINI 20
YELLOWHOPPER,Y8 UIMF,[@6.0.14331263@][2][1622139849262]/70__Y8_UIMF,Lot E-14,1,Y8 UIMF,YELLOWHOPPER 26
TEAL SATURDAY,T1 NONUISA,[@12.0.44194660@][1250946648828]/9__T1_NONUISA,Illinois Terminal,1,T1 NONUISA,TEAL WEEKEND 16
TEAL LATE NIGHT,T1 UI MTWR,[@7.0.41905826@][3][1246486974015]/7__T1_UI_MTWR,Orchard Downs,0,T1 UI MTWR,TEAL LATE 14
GREEN,GN5 MF,5GN564__GN5_MF,Main & Brady,0,GN5 MF,5E
TEAL,T3 NON UI MF,[@7.0.41893871@][4][1243540851671]/18__T3_NON_UI_MF,Illinois Terminal,1,T3 NON UI MF,12W TEAL 12
TEAL EVENING SATURDAY,T2 NONUISA,[@124.0.92279199@][1484345597711]/25__T2_NONUISA,Orchard Downs,0,T2 NONUISA,[@124.0.92279199@]TEAL EVENING 13
SILVER LIMITED EVENING,SV2 NON UI,[@15.0.67924657@][1][1363725754977]/4__SV2_NON_UI,Lincoln Square,0,SV2 NON UI,[@15.0.67924657@]4
GREEN EXPRESS,GNX3 MF,5GNX302__GNX3_MF,Curtis & Wynstone,1,GNX3 MF,5WXPM
TEAL EVENING,T2-4 UI MF,[@7.0.41903462@][3][1243545697437]/26__T2-4_UI_MF,Orchard Downs,0,T2-4 UI MF,TEAL EVENING 13
TEAL LATE NIGHT SUNDAY,T1 UISU,[@124.0.92276155@][1484344792164]/43__T1_UISU,Illinois Terminal,1,T1 UISU,[@124.0.92276155@]120W TEAL LATE 12
ORANGE,O1 MF,[@2.0.86175868@][1458585713139]/67__O1_MF,Butzow & Lierman,0,O1 MF,[@2.0.86175868@]7
BRONZE,BZ1 NOSCHMF,[@7.0.41201636@][3][1243611110703]/4__BZ1_NOSCHMF,Lincoln Square,0,BZ1 NOSCHMF,8E
LAVENDER,L2 NO SCH MF,[@15.0.63192662@][2][1334601427303]/19__L2_NO_SCH_MF,Illinois Terminal,1,L2 NO SCH MF,LAVENDER 2
GREEN SATURDAY,GN2 UISA,[@7.0.41202550@][4][1248701836140]/1__GN2_UISA,Round Barn Road,1,GN2 UISA,[@15.0.68513015@]219
TEAL SUNDAY,T2 UISU,[@124.0.92229742@][1484323714302]/37__T2_UISU,Orchard Downs,0,T2 UISU,[@124.0.92229742@]12E TEAL WEEKEND 13
RUBY,RUB2  WED,[@15.0.64600293@][2][1339519291486]/13__RUB2__WED,Lincoln Square,1,RUB2  WED,[@15.0.64600293@]2
TEAL SATURDAY,T1 UISA,[@12.0.44194660@][1250946648828]/258__T1_UISA,Orchard Downs,0,T1 UISA,12E TEAL WEEKEND 13
YELLOW SATURDAY,Y2 UISA,[@15.0.63192124@][1][1338414280664]/11__Y2_UISA,Champaign Walmart,0,Y2 UISA,[@14.0.57766396@]100N
SILVER,SV2 UI MF,[@12.0.42199629@][3][1248963891703]/0__SV2_UI_MF,Lincoln Square,0,SV2 UI MF,SILVER 43
5W GREEN EXPRESS 2,5W#2 SHOW,[@36.0.28511544@][4][1175211269316]/12__5W#2_SHOW,Copper Ridge,1,5W#2 SHOW,1425
ILLINI EVENING SUNDAY,I4 UISU,[@124.0.92263401@][1484328944432]/23__I4_UISU,Lincoln & Killarney,0,I4 UISU,[@124.0.92263401@]220N ILLINI 10
TEAL LATE NIGHT SUNDAY,T2 UISU,[@124.0.92276155@][1484344792164]/18__T2_UISU,Orchard Downs,0,T2 UISU,[@124.0.92276155@]120E TEAL LATE 13
GREEN LATE NIGHT SUNDAY,GR3 UISU,[@124.0.92345918@][1484579847669]/19__GR3_UISU,Illinois Terminal,1,GR3 UISU,[@124.0.92345918@]50W-LATE
SILVER SUNDAY,SV2 UISU,[@124.0.92281033@][1484346076492]/50__SV2_UISU,Vet-Med,1,SV2 UISU,[@124.0.92281033@]130S SILVER WEEKEND 3
LIME EVENING SATURDAY,LM2SA,[@124.0.94417146@][12][1496419670340]/12__LM2SA,Round Barn Road,1,LM2SA,[@124.0.92254999@]43
LAVENDER ALT,SV4 UIMTH SCH,[@2.0.84876422@][1455575336053]/62__SV4_UIMTH_SCH,State & Green,1,SV4 UIMTH SCH,[@2.0.84876422@]LP1SCHOOLPO
ILLINI,I4 UIMF,[@7.0.41200832@][2][1238430887312]/143__I4_UIMF,PAR,1,I4 UIMF,22S ILLINI 20
ILLINI EVENING,I2-2 UIF,[@7.0.41950648@][1244056065453]/102__I2-2_UIF,Lincoln & Killarney,0,I2-2 UIF,220N ILLINI 10
ILLINI,I3 UIMTH,[@7.0.41200832@][2][1238430887312]/146__I3_UIMTH,PAR,1,I3 UIMTH,22S ILLINI 20
YELLOW SATURDAY,Y1 UISA,[@15.0.63192124@][1][1338414280664]/15__Y1_UISA,Champaign Walmart,0,Y1 UISA,[@14.0.57766396@]100N
ILLINI,I2 UIMTH,[@7.0.41200832@][2][1238430887312]/137__I2_UIMTH,PAR,1,I2 UIMTH,22S ILLINI 20
ILLINI EVENING SATURDAY,I3 UISA,[@124.0.92260187@][1484328831455]/149__I3_UISA,PAR,1,I3 UISA,[@124.0.92260187@]220S ILLINI 20
NAVY,N1 MF,[@124.0.103534744@][31][1510337405478]/9__N1_MF,Illinois Terminal,0,N1 MF,[@124.0.103534744@]2
PINK ALT,16A SHOW #2 WED,[@6.0.4567395@][11][1612823924195]/1__16A_SHOW_#2_WED,Crescent & Sangamon,0,16A SHOW #2 WED,[@124.0.143440467@]128
ILLINI EVENING,I8 UIMTH,[@7.0.41950648@][1244056065453]/240__I8_UIMTH,PAR,1,I8 UIMTH,220S ILLINI 20
SILVER LIMITED EVENING,SV2 NON UI,[@15.0.67924657@][1][1363725784899]/52__SV2_NON_UI,Lincoln Square,0,SV2 NON UI,[@15.0.67924657@]4
SILVER,SV4 UIF SCH,[@12.0.42199629@][4][1246896960625]/101__SV4_UIF_SCH,PAR,1,SV4 UIF SCH,SILVER 120
TEAL EVENING,T1 UI MTWR,[@7.0.41903462@][4][1243545628328]/8__T1_UI_MTWR,Illinois Terminal,1,T1 UI MTWR,TEAL EVENING 12
ILLINI LIMITED SUNDAY,I2 UISU,[@6.0.14330187@][2][1622253008700]/36__I2_UISU,Transit Plaza,1,I2 UISU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
TEAL LATE NIGHT,T2-4 UI MF,[@7.0.41905826@][4][1246487009734]/14__T2-4_UI_MF,Illinois Terminal,1,T2-4 UI MF,120W TEAL LATE 12
YELLOW,Y5 NONUIMF,[@6.0.14329702@][2][1622063117470]/17__Y5_NONUIMF,Savoy Walmart,1,Y5 NONUIMF,YELLOW 14
BLUE,B3 NOSCHMF,[@14.0.56288268@][4][1302636685683]/13__B3_NOSCHMF,Round Barn Road,1,B3 NOSCHMF,4W
GREY,GR4 MF,[@15.0.74983739@][32][1412967989091]/0__GR4_MF,Parkland College,1,GR4 MF,[@15.0.68512430@]37
GREEN SUNDAY,GN2SU,[@124.0.92334988@][1484579202830]/32__GN2SU,Orchard Downs,0,GN2SU,[@124.0.92334988@]50E->PC
YELLOW,Y5 NONUIMF,[@6.0.14329702@][1][1622066350172]/51__Y5_NONUIMF,Champaign Walmart,0,Y5 NONUIMF,[@15.0.63189004@]23
NAVY,N1 MF,[@124.0.103534744@][32][1510344867429]/8__N1_MF,Carle at the Fields,1,N1 MF,[@124.0.103534744@]4
TEAL EVENING SATURDAY,T1 NONUISA,[@124.0.92279199@][1484345597711]/8__T1_NONUISA,Orchard Downs,0,T1 NONUISA,[@124.0.92279199@]TEAL EVENING 13
ILLINI LIMITED SATURDAY,I1  UISA,[@6.0.14330204@][2][1622384445965]/34__I1__UISA,Transit Plaza,1,I1  UISA,ILLINI LIMITED WEEKEND 845
LIME SUNDAY,LM1 SU,[@124.0.94415718@][11][1496266203663]/0__LM1_SU,Kirby & Duncan,0,LM1 SU,[@15.0.74000704@]51
YELLOW LATE NIGHT,Y2 UIMF,[@7.0.38114521@][1][1214492461671]/2__Y2_UIMF,Champaign Walmart,0,Y2 UIMF,100NLTNT->
LIME SATURDAY,LM2SA,[@124.0.94415201@][12][1496415811662]/21__LM2SA,Duncan & Bradley,1,LM2SA,[@15.0.73009433@]43
TEAL EVENING,T1 NON UI MF,[@7.0.41903462@][3][1243545697437]/18__T1_NON_UI_MF,Orchard Downs,0,T1 NON UI MF,TEAL EVENING 13
ILLINI LIMITED SUNDAY,I2 UISU,[@6.0.14330187@][2][1622381732804]/0__I2_UISU,Transit Plaza,1,I2 UISU,[@124.0.92244155@]GR2PO
YELLOW LATE NIGHT SATURDAY,Y1 UISA,[@124.0.92327957@][1484578220911]/38__Y1_UISA,Firsy & Gregory,1,Y1 UISA,[@124.0.92327957@]32
SILVER SUNDAY,SV1 UISU,[@124.0.92281033@][1484346076492]/99__SV1_UISU,Lincoln Square,0,SV1 UISU,[@124.0.92281033@]130N SILVER WEEKEND 1
SILVER,SV4 UIF SCH,[@12.0.42199629@][3][1246896440906]/22__SV4_UIF_SCH,Lincoln Square,0,SV4 UIF SCH,SILVER 2
GREY,GR2 MF,[@2.0.80545657@][32][1425489606906]/32__GR2_MF,Parkland College,1,GR2 MF,7W
TEAL EVENING SATURDAY,T1 UISA,[@124.0.92279199@][1484345597711]/40__T1_UISA,Illinois Terminal,1,T1 UISA,[@124.0.92279199@]TEAL EVENING 12
BRONZE,BZ1 SCHMF,[@7.0.41201636@][4][1243606711390]/7__BZ1_SCHMF,Transit Plaza,1,BZ1 SCHMF,8W
ILLINI EVENING SATURDAY,I1  UISA,[@124.0.92260187@][1484328831455]/285__I1__UISA,Lincoln & Killarney,0,I1  UISA,[@124.0.92260187@]220N ILLINI 10
RED,R1 MF,[@14.0.56288404@][1][1302720941921]/8__R1_MF,Market Place,0,R1 MF,RED 1
LIME SATURDAY,LM2SA,[@124.0.94415201@][12][1496416303828]/33__LM2SA,Duncan & Bradley,1,LM2SA,[@15.0.73009433@]41
ILLINI EVENING SUNDAY,I2 UISU,[@124.0.92263401@][1484328944432]/272__I2_UISU,PAR,1,I2 UISU,[@124.0.92263401@]220S ILLINI 20
SILVER,SV4 NON UI SCH,[@12.0.42199629@][4][1246896833000]/91__SV4_NON_UI_SCH,PAR,1,SV4 NON UI SCH,SILVER 120
LIME SUNDAY,LM2 SU,[@124.0.94415718@][12][1496267134824]/21__LM2_SU,YMCA,1,LM2 SU,[@15.0.74000704@]41
ILLINI LIMITED,I2 NONUIMF,[@6.0.14327389@][1][1622146973960]/33__I2_NONUIMF,Lincoln & Anthony,0,I2 NONUIMF,[@6.0.14327389@]6
YELLOW,Y1 MF,[@6.0.14329702@][1][1622066378077]/52__Y1_MF,Champaign Walmart,0,Y1 MF,[@15.0.63189004@]23
TEAL EVENING SATURDAY,T2 NONUISA,[@124.0.92279199@][1484345597711]/51__T2_NONUISA,Illinois Terminal,1,T2 NONUISA,[@124.0.92279199@]TEAL EVENING 12
GREEN,GN5 MF,5GN577__GN5_MF,Road Barn Road,0,GN5 MF,5ETOCF
YELLOW SATURDAY,Y4SA,[@15.0.63192124@][1][1342109325159]/7__Y4SA,Champaign Walmart,0,Y4SA,[@14.0.57766396@]Y3SATPO
GREEN EVENING,GN7 UIF,[@7.0.41201218@][3][1243953754500]/3__GN7_UIF,Orchard Downs,0,GN7 UIF,GREEN EVENING 52
LINK,LN3 MF,[@6.0.15252684@][2][1622672028480]/75__LN3_MF,Water Survey,1,LN3 MF,[@6.0.15252684@]2
BLUE,B2 MF,[@14.0.56288268@][4][1302638027523]/20__B2_MF,Round Barn Road,1,B2 MF,4W
SILVER LIMITED SATURDAY,SV1 NONUISA,[@15.0.67916770@][1][1363722440092]/68__SV1_NONUISA,Lincoln Square,0,SV1 NONUISA,[@15.0.67916770@]2
NAVY,N1 MF,[@124.0.103534744@][31][1510337336593]/5__N1_MF,Illinois Terminal,0,N1 MF,[@124.0.103534744@]NAVY 1
RAVEN,RV1 MF,[@2.0.81457398@][11][1425933027212]/9__RV1_MF,Illini Union,0,RV1 MF,[@2.0.81457398@]15
GREEN LATE NIGHT SUNDAY,GR3 UISU,[@124.0.92345918@][1484579847669]/6__GR3_UISU,Illinois Terminal,1,GR3 UISU,[@124.0.92345918@]50W-LATE
TEAL LATE NIGHT,T2-4 UI MF,[@7.0.41905826@][4][1246487009734]/8__T2-4_UI_MF,Illinois Terminal,1,T2-4 UI MF,120W TEAL LATE 12
YELLOW SATURDAY,Y2 UISA,[@15.0.63192124@][2][1338469240094]/15__Y2_UISA,Savoy Walmart,1,Y2 UISA,[@14.0.57766396@]100S
SILVER LIMITED EVENING SATURDAY,SV1 NONUISA,[@124.0.92350475@][1484580809807]/43__SV1_NONUISA,Transit Plaza,1,SV1 NONUISA,[@124.0.92350475@]3
BRONZE,BZ1 SCHMF,[@7.0.41201636@][3][1243611110703]/3__BZ1_SCHMF,Lincoln Square,0,BZ1 SCHMF,8E
SILVER SATURDAY,SV1 UISA,[@12.0.44184681@][1250945403296]/84__SV1_UISA,Lincoln Square,0,SV1 UISA,130N SILVER WEEKEND 1
ILLINI LIMITED SATURDAY,I1  UISA,[@6.0.14330204@][2][1622384445965]/60__I1__UISA,Transit Plaza,1,I1  UISA,ILLINI LIMITED WEEKEND 845
ILLINI LIMITED SUNDAY,I2 UISU,[@6.0.14330187@][2][1622253008700]/44__I2_UISU,Transit Plaza,1,I2 UISU,[@124.0.92244155@]ILLINI LIMITED WEEKEND 845
YELLOW SATURDAY,Y1 NONUISA,[@15.0.63192124@][2][1338469283845]/28__Y1_NONUISA,Savoy Walmart,1,Y1 NONUISA,[@14.0.57766396@]100S->BRWSWDFLD
BLUE,B3 SCHMF,[@14.0.56288268@][4][1302636576192]/1__B3_SCHMF,Round Barn Road,1,B3 SCHMF,4W
GREEN EXPRESS,I8 4S UI SCHWED,5GNX304__I8_4S_UI_SCHWED,Round Barn Road,1,I8 4S UI SCHWED,5WX->CF
GOLDHOPPER,G2 MF,[@7.0.41987615@][3][1246633149015]/62__G2_MF,Lincoln Square,0,G2 MF,GOLDHOPPER 2
ILLINI LIMITED,I2 NONUIMF,[@6.0.14327389@][2][1622152086585]/70__I2_NONUIMF,Transit Plaza,1,I2 NONUIMF,[@6.0.14327389@]15
TEAL EVENING SATURDAY,T1 UISA,[@124.0.92279199@][1484345597711]/41__T1_UISA,Illinois Terminal,1,T1 UISA,[@124.0.92279199@]TEAL EVENING 12
GREY ALT,7W#2 SHOW WED,[@2.0.84907145@][1455575595497]/66__7W#2_SHOW_WED,Bradley & Romine,1,7W#2 SHOW WED,[@2.0.84907145@]7W UHS 216
NAVY,N2 MF,[@124.0.103534744@][31][1510337405478]/18__N2_MF,Illinois Terminal,0,N2 MF,[@124.0.103534744@]2
RUBY,RUB1 MF,[@15.0.64600293@][1][1339519138016]/3__RUB1_MF,Airport & Cunningham,0,RUB1 MF,[@15.0.64600293@]1
ILLINI LIMITED,I2 NONUIMF,[@6.0.14327389@][1][1622146973960]/27__I2_NONUIMF,Lincoln & Killarney,0,I2 NONUIMF,[@6.0.14327389@]10
GREY SUNDAY,GR2 SU,[@2.0.85633657@][31][1463430303388]/23__GR2_SU,Lincoln Square - Urbana Walmart,0,GR2 SU,70E-WKND
BLUE,B2 MF,[@14.0.56288268@][3][1302634831873]/10__B2_MF,Illinois Terminal,0,B2 MF,BLUE 51
YELLOWHOPPER,Y8 UIMF,[@6.0.14331263@][1][1622139626848]/27__Y8_UIMF,Illinois Terminal,0,Y8 UIMF,YELLOWHOPPER 23
